1 1 ImagenesCaras/s1/5.pgm, 27, 
1 1 ImagenesCaras/s2/5.pgm, 37, 
1 1 ImagenesCaras/s3/5.pgm, 16, 
1 1 ImagenesCaras/s4/5.pgm, 3, 
1 1 ImagenesCaras/s5/5.pgm, 37, 
1 1 ImagenesCaras/s6/5.pgm, 8, 
1 1 ImagenesCaras/s7/5.pgm, 15, 
1 1 ImagenesCaras/s8/5.pgm, 5, 
1 1 ImagenesCaras/s9/5.pgm, 24, 
1 1 ImagenesCaras/s10/5.pgm, 11, 
1 1 ImagenesCaras/s11/5.pgm, 3, 
1 1 ImagenesCaras/s12/5.pgm, 5, 
1 1 ImagenesCaras/s13/5.pgm, 41, 
1 1 ImagenesCaras/s14/5.pgm, 12, 
1 1 ImagenesCaras/s15/5.pgm, 34, 
1 1 ImagenesCaras/s16/5.pgm, 41, 
1 1 ImagenesCaras/s17/5.pgm, 8, 
1 1 ImagenesCaras/s18/5.pgm, 18, 
1 1 ImagenesCaras/s19/5.pgm, 18, 
1 1 ImagenesCaras/s20/5.pgm, 34, 
1 1 ImagenesCaras/s21/5.pgm, 38, 
1 1 ImagenesCaras/s22/5.pgm, 11, 
1 1 ImagenesCaras/s23/5.pgm, 21, 
1 1 ImagenesCaras/s24/5.pgm, 34, 
1 1 ImagenesCaras/s25/5.pgm, 12, 
1 1 ImagenesCaras/s26/5.pgm, 26, 
1 1 ImagenesCaras/s27/5.pgm, 27, 
1 1 ImagenesCaras/s28/5.pgm, 37, 
1 1 ImagenesCaras/s29/5.pgm, 21, 
1 1 ImagenesCaras/s30/5.pgm, 29, 
1 1 ImagenesCaras/s31/5.pgm, 14, 
1 1 ImagenesCaras/s32/5.pgm, 28, 
1 1 ImagenesCaras/s33/5.pgm, 39, 
1 1 ImagenesCaras/s34/5.pgm, 7, 
1 1 ImagenesCaras/s35/5.pgm, 14, 
1 1 ImagenesCaras/s36/5.pgm, 40, 
1 1 ImagenesCaras/s37/5.pgm, 25, 
1 1 ImagenesCaras/s38/5.pgm, 22, 
1 1 ImagenesCaras/s39/5.pgm, 33, 
1 1 ImagenesCaras/s40/5.pgm, 28, 
1 1 ImagenesCaras/s41/5.pgm, 16, 
1 1 ImagenesCaras/s1/6.pgm, 27, 
1 1 ImagenesCaras/s2/6.pgm, 17, 
1 1 ImagenesCaras/s3/6.pgm, 3, 
1 1 ImagenesCaras/s4/6.pgm, 26, 
1 1 ImagenesCaras/s5/6.pgm, 37, 
1 1 ImagenesCaras/s6/6.pgm, 10, 
1 1 ImagenesCaras/s7/6.pgm, 24, 
1 1 ImagenesCaras/s8/6.pgm, 14, 
1 1 ImagenesCaras/s9/6.pgm, 11, 
1 1 ImagenesCaras/s10/6.pgm, 10, 
1 1 ImagenesCaras/s11/6.pgm, 23, 
1 1 ImagenesCaras/s12/6.pgm, 12, 
1 1 ImagenesCaras/s13/6.pgm, 41, 
1 1 ImagenesCaras/s14/6.pgm, 35, 
1 1 ImagenesCaras/s15/6.pgm, 16, 
1 1 ImagenesCaras/s16/6.pgm, 3, 
1 1 ImagenesCaras/s17/6.pgm, 36, 
